title,rank,report
탄생,10,
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,10,크리스마스 가족 영화로 강추~! 역시 믿고 보는 눈의 여왕!!!
봄날은 간다,10,이영화를 이제 보다니...
은교,1,미성년자를 성적대상화 하는 소아성애자 노년 남성의 성적 판타지 그 이상도 이하도 아님. 
영웅,10,역사적 사실을 알고 보는데도 감동에 소름에... 너무 좋았음
오펀: 천사의 탄생,10,에스더를 응원하게된 이꼴이 웃기군
영웅,10,나에게는 이게 천만영화다
영웅,10,그동안 뮤지컬 못봤었는데 영화로 보니 웅장하네요. 정성화는 정말 대단한 사람. 안중근은 잊지 말아야할 인물. 
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,
블랙 팬서: 와칸다 포에버,5,전체적으로 많이 아쉽네요.. ost만 남은 영화
아바타: 물의 길,9,영상미 지림주인공 그숨참을 때 뭔가 모르게 나도숨 참고 있음근데 애들아 아빠 말 좀 듣자 ;;;;아바타잼민이들이 문제임
헌트,8,올해 나온 한국형 블록버스터중 가장 성공작. 정치적 논쟁거리를 오락성에 종속시킨 프로스런 연출이 좋다! 헐리웃 흉내는 이렇게 내야하는기라.
아바타: 물의 길,10,
미션 임파서블,10,"첩보 영화의 전설이죠. 지금 봐도 나쁘진 않은데, 그 당시에 봤었더라면 더 신선했을듯..."
영웅,10,"영화 보는 내내 감동이 쏟아짐,, 연말에 꼭 봐야하는 영화"
리멤버,10,시대의 양심불의에 대하여 침묵하는 자도 불의한 자입니다.벽을 보고라고 소리를 내야 합니다!
영웅,10,진짜 너무 좋았어요ㅠㅠ
영웅,10,기대 이상으로 완성도가 높은 뮤지컬 영화입니다..배우들의 연기와 노래가 너무 감동적입니다.뼈아픈 역사에 대해 다시한번 되돌아보는 계기가 되었어요. 많은 분들이 보셨음 하는 마음에 평점 남겨봅니다.
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,4,눈의여왕 눈의여왕 눈의여왕
아바타: 물의 길,10,몰입도 최고3번 눈물남
영웅,10,노래 연기 다 좋았음..
아바타: 물의 길,10,마지막 장면 ㅈㄴ….영화 보고 운건 몇년만이네요
걸캅스,1,음쓰 만도 못한 영화 이딴거 만들고도 돈 펑펑 버는 발연기들 ㅋㅋㅋ개부럽
영웅,10,한국인이라면 꼭 봐야될 영화..내 인생 영화 등극함나도 모르게 나오는 눈물… 처음부터 소름이 쫙 돋음보면 무슨 뜻인지 알 수 있음!! 진짜 천만 되서 해외에도 널리 알려지는 영화가 될 수 있으면 좋겠다…!!
영웅,7,원작이 워낙 대단하기 때문에 이 정도 평점이라도 준다.원작에 충실만 했어도 더 높은 평점을 받았을것이다.중간 중간 의미없는 개그코드는 보는 내내 민망했다.하지만 역시 정성화는 안중근 그 자체다.
아바타: 물의 길,7,말안들으면 디지게 패야한다 
영웅,10,김고은... 와 노래 다른 가수가 불렀나 할 정도로 잘 하더군요.  노래랑 감정선 무너짐 없이 연기를 잘 엮어서 역할을 했습니다 정성화.. 뭐 말해무엇. 극장뮤지컬보다 개인적으론 영화가 더 감동입니다  
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,10,역시 믿고보는 겨울방학 시리즈네요~~영상미와 재미가 모두 업그레이드!!.
영웅,5,위대한 영웅 업적의 영화이지만 어쩔 수 없이 나오는 한국영화라면 피하지 못하는 단골 소재 신파극 진부하고 식상하다
영웅,2,대체 민비는 왜 이렇게 미화 된거냐한반도 역사상 최악의 악녀라해도 과언이 아닌데
영웅,6,중간에 무지 지루.마지막 나문희가 눈물샘 터뜨림
영웅,4,그냥쏘쏘. ~~~의리로봐야하는영화
아바타: 물의 길,10,3시간이라는 긴 러닝타임동안 지루한 틈이 없었습니다.
헌트,2,한국어 못하는 외국배우. 자막이라도 달아주지.결국 프락치의 운명은 정해져있다는 교훈적인 내용
영웅,1,자고싶은데 노래소리가 시끄러워서 잠도못잠
영웅,10,노래와 연기 연출 모두 찢었다…꼭봐야할 영화
영웅,10,진짜 말모말모!!! 연기는 말할 것도 없고 노래 음악 연출 진짜 빠지는 것 하나 없는 팔방미인 영웅!!!이런 영화 만들어주셔서 넘나 감사합니다!! 잊지말자 우리의역사! 
영웅,10,진짜 보면서 계속 눈물 흘렸습니다.한 장면장면 한땀한땀 만들고 안중근 열사에 대해 더 알아보는 시간도 가졌습니다. 정말 추천합니다. 영화 영웅 꼭 잘되길
영웅,10,정성화배우님 진짜 연기력 미쳤답 ㅠㅠ 뮤지컬을 좋아하는 사람도 아닌데..아이가 역사를 좋아해서 같이 봤는데 펑펑 울고 나왔네요 .정말 몰입해서 볼수 있었습니다.아이가 셋인데 막내는 못봐서 한번더 볼 생각입니다 . 너무 좋은영화에 감사합니다 
영웅,10,너무 감동이었어요 꼭 봐야되는 영화입니다.
아바타: 물의 길,7,괜찮은 영상미와 진부한 스토리
영웅,10,아니 하 연출미 너무 좋고 배우들의 노래와 연출 연기가 너무 좋고 스토리도 좋고 그냥 일본에 대한 혐오가 아니라서 더 좋은것같다
영웅,6,클래식 트랙 사이에 뽕짝 트랙을 끼워놓은 앨범
영웅,6,"감독 때문인지 연출이 너무 촌스럽고 개그 남발하는 게 진짜 별로였지만, 원작이 가진 힘, 뛰어난 넘버, 그리고 정성화를 비롯한 배우들의 열연은 높이 사고 싶다."
영웅,10,너무 좋습니다..대한민국만세
아바타: 물의 길,10,초반만 버티면 아쿠아리움 경험할수있음
영웅,10,꼭들  보시길 바랍니다 최고
탄생,8,김대건 신부님의 삶의 깊음이 녹아있었다.
아바타: 물의 길,10,로아크야... 아빠 말 좀 들어라ㅠㅠ
영웅,10,한국인이면 한번은 봐야합니다
영웅,10,영화 보는 내내 나도 모르게 손을 모으고 울면서 봤어요. 배우님들 연기와 노래 너무 좋아서 ost 무한반복 중 입니다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,이런 일본 특유의 감성영화는 극장에서 놓치지 않는다.우리나라는 절대 흉내도 못낼 멜로영화다.마지막 남주의 반전은 정말이지 의외다.
아바타: 물의 길,1,개연성 1도 없는 스토리가 졸음을 유발한다
영웅,10,와~~대박!잊지말자~우리가 할일은?지금이라도 안중근을 대한민국땅으로뫼시자
영웅,4,시대에 뒤떨어진 연출정성화님에게 너무 큰짐을…
영웅,10,정말 김고은님 다시봤다?정성화님은 대단
엑소시스트: 디렉터스 컷,8,고전의 품격. 지금 봐도 퇴마 장면은 살떨리게 무섭다.
카사블랑카,8,As time goes by. 평생 잊지못할 잉그리드 버그만의 눈동자.
아바타: 물의 길,10,겁나 재미있어요 최고입니다.4D로 보이소.
아바타: 물의 길,8,영상미 하나는 일품인 영화 그게 영화의 전부인데 그 하나만으로 볼 값어치가 있음
영웅,10,"뮤지컬 영화의 퀄리티? 첫술에 배부르랴...이 영화는 이토 히로부미를 처단한 의사 안중근에서 재판, 수감, 죽음에 이르기까지의연함과 담대함으로 진짜 영웅의 품격을 보여준것으로 그 역할을 충분히 다했다. 티슈는 꼭 넉넉히 챙겨가길....난 모자랐다 ㅠㅠ"
동감,4,아기자기 귀여운데깊이나 분위기가 없네 ㅜ연기도 뭔가 다들 뚝딱거리고웹드라마같은 느낌이 많이남 
영웅,10,영화 보는 내내 감동이 쏟아짐 ㅠㅠ 연말에 꼭 봐줘야 하는 걸작 영화다 
영웅,10,펑펑울면서 봤네요ㅠㅠ 
아바타: 물의 길,5,각본 수준은 반도급임. 볼만 한건 그래픽 뿐. 외계 행성 네셔널 지오그래피인데 신파가 많은? 초반만 재밌음. 각본 진짜 버렸는지 주인공이 왜 그런 판단을 하는지 이해가 안되고 작위적이라서 보는 내내 킹받음. 
영웅,10,묵직한 마음으로 영화 감상하고 나올때는 눈물범벅으로 나왔네요.좋은 영화 잘 봤습니다.
영웅,10,이 영화는 꼭 보길 바람.    일본예산 받아가며 기생하는 것들.  법까지 뜯어고쳐가며 돈벌기위해 정치하는 것들.  그리고 돈벌어 일본 극우단체에  헌납하는  그들은 대한민국인이 아니다.  난 내자식과 손잡고  가시 봤다. 102030들 꼭 보길.
영웅,10,누가 죄인이냐... 감히 누가 그를 죄인이라 부를수있을까?
섹터 4,6,그냥 눈 운동한다고 생각하고 보면 됩니다 ㄷ            
영웅,9,"중간중간 들어가는 쓸데없는 개그요소가 아쉬웠지만 그것을 압도하는 역사의 힘, 연기, 뛰어난 넘버.. 이건 영화관에서 봐야할 영화다 + 필요없는 신파도 들어갔다. 그런부분이 없어도 감동을 느끼고 눈물을 흘릴 영화리기에 아쉬움을 느낀다. "
영웅,1,이런 숭고한 스토리를 감히 노래나 쳐부르는 뮤지컬로 만들다니 기가막히다
아바타: 물의 길,6,3시간 상영시간이 너무 지루했어요..뭔가 임팩트가 약하긴 하네요..
카터,1,제작비 너무 아깝네요....
영웅,10,최고입니다 노래 잊혀지지 않아서 계속 듣고 있어요
영웅,10,뮤지컬도 여러번보고  기다리던영화가 드디어 개봉되서 첫날봤는데  더 디테일한 부분까지 나오니 몰랐던사실도알게되고  역사의 한 위대한 인물임을 다시한번 느끼게되네요
영웅,2,완전 최악이네 진짜 뮤지컬 전혀 집중 안된다 폭망할듯
페르시아어 수업,9,살기위해한 거짓말과 단어들의 무게가 참 무거웠습니다. 영화가 상영내내 휘몰아치고 강렬합니다.
아바타: 물의 길,10,숨 참고 판도라 다이브~
영웅,10,야무지다또 봐야겠다
영웅,10,야무지다또 봐야겠다
아바타: 물의 길,10,꼭보세요 예술작품입니다^^!!!
코르사주,7,영화 잘 봤습니다~ㅎㅎ
영웅,7,영화 잘 봤습니다~ㅎㅎ
영웅,10,나라를 지키다 순국하신 많은 분들을 존경합니다. 어머니의 애절한 마음을 담은 노래와 안의사의 결기를 표현한 장부가는 압권이었습니다. 많은 국민들이 보고 같이 느끼면 좋겠어요.
영웅,6,다된 밥상에 윤제균 뿌리기
영웅,2,감동이 오지않는다… 무리다. 뮤지컬 영화로 어색어색.  크리스마스에 이걸 개봉하는 이유가?? 시기도 안맞고 영화도 이상함. 배우는 개고생인정. 
아바타: 물의 길,8,영화 잘 봤습니다~ㅎㅎ
스트레인지 월드,7,
영웅,10,일본인들 싫어요 누르기 바쁘네  
비상선언,1,코로나시국에 이해안돼는 행동이 많음
아바타: 물의 길,10,영상미 비주얼이 한단계 더 진화한 영화. 꼭 돌비시네마에서 봐야할 영화임. 그나저나 디즈니 실사판 인어공주가..아바타에도 캐스팅 된 줄... 
영웅,10,하필 아바타랑... 강추
아바타: 물의 길,10,스토리가 뻔하니 진부하니 어쩌구 저쩌구 다 필요없음.그냥 시원하고 환상적인 영상미 자체를 즐기면 됨. 올해 탑건에 이어서 영화관의 존재 이유를 또 한번 각인시킨 작품. 꼭 영화관에서 가급적 3D로 관람하시기를~~!!
영웅,10,관객 분들 다 울고 난리도 아니었어요 ost 나올 때마다 웅장해지는 건 덤이었고 특히 나문희 배우님 홀로 노래하실 때 많이 울었습니다 좋은 영화 만들어주신 감독님께 감사합니다 :)
영웅,10,"우리나라가 레미제라블을 만들어냈네요! 정말 최곱니다,, 모든 사람들이 꼭 관람하여 흥하깅 바랍니다조조로 봐서 만원만 주고 본게 미안할정도예요.. 꼭 한번더 볼거예요~"
영웅,10,시작부터 끝까지 눈물바다.
아바타: 물의 길,10,3시간이 언제 지나갔는지 모름
아바타: 물의 길,10,전쟁씬 나올 때 웅장했습니다... 3시간이 너무 짧았어요.
영웅,10,한국인이라면 꼭 극장에서 봐야 합니다. 우리의 영웅 입니다.
아바타: 물의 길,10,넘 잼있다 3d로 또 보고싶다
영웅,10,올 해 최고의 영화입니다 
아바타: 물의 길,10,한편의 다큐멘터리 본듯한 기분. 두 번은 못 볼 듯 한 번만으로 충분히 전해지는 감동 
영웅,10,요근래 본 영화중에 가장 시간 가는 줄 모르고 재밌게 본 영화인 거 같습니다. 배우분들 연기가 훌륭하셔서 몰입이 엄청 잘 되었고 중간중간 노래 덕에 지루하지 않고 흥미진진하게 봤습니다. 더 흥행 했으면 하는 바람입니다.
뜨거운 피,7,시나리오가 탄탄하다.
영웅,10,뮤지컬 영웅을 봤는데 영화로 또다른 감동이 있네요~~
영웅,10,"음악과 함께 몰입하게 되는 감동적인 한국 뮤지컬 영화! 기대 이상이었고, 보는 내내 가슴이 뜨겁게 떨리고, 오열하게 되더군요.. 익히 아는 역사적 스토리지만, 뮤지컬이라는 옷을 입으니 더욱 감정이입이 되고, 배우들의 연기와 노래에 반했습니다. 저에게는 근래 몇년 동안 본 영화 중 최고입니다! 집에 와서 ost 찾아서 들었어요~! 이런 리뷰도 처음으로 써봅니다. 다시 또 보고싶은 영화, 한국인이 사랑할 영화라고 감히 자신합니다. 상업적이고 눈여깃거리에 치중한 요즘 영화들에 시큰둥했는데, 간만에 울림있는 영화를 봐서 기분이 좋네요~"
아바타: 물의 길,10,울고싶었다ㅠㅠ
영웅,9,
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",7,익숙한 일본영화 느낌인데 예상보다는 덜 감명깊었다. 주인공들의 심리가 완전히 이해되지 않았다.
영웅,10,"뜨거운 남자, 안중근. 감사합니다 ㅠ"
영웅,10,스토리가 무겁지 않고 뮤지컬 보든 느낌이었어요  12살 아들  마지막 감격에 눈물을 흘리더라구요개봉당일 밤에가서 봤어요
영웅,10,"영웅 뮤지컬은 못봤지만제일 기대했던 영화이고, 저에게는 큰 울림이 있었습니다거진 마지막에 눈물버튼이 있었는데제 앞에 계신 아저씨가 아주 오열을 하시며보셔서 저는.. 눈물이 쏙 들어갔다는 점 ㅎㅎ"
영웅,10,세상에 너무 슬프고 감사한 영화예요 
영웅,8," 영화 자체는 크게 집중하며 볼 수 있는데, 중간에 이게 이 영화에 맞는 구성인가, 음악인가를 생각하면 또 집중이 잘 안돼요. 그리고 계속 나오는 웃지 못할 코미디, 사랑 관계는 영웅이라는 영화의 무게감을 확 낮춰버렸어요. 좀 아쉬움이 있었습니다"
올빼미,10,탄탄한 연기와 구성이 빛을 바란 멋진 영화입니다. 강추합니다.
아바타: 물의 길,7,진짜 이질감 하나 없는 CG가 대단하다...
남자가 사랑할 때,10,
아바타: 물의 길,10,앞으로 영화관에서는 이거만본다 제발 엄청흥행해서 5편까지 다 나와줬으면 좋겠다
영웅,10,진짜 우리나라 사람이라면 봐주세요 나라위해 애써주셔서 감사합니다 배우분들 연기 잘하셨는데 정성화님 진주님 특히 고은님 정말 소름이셨어요 영화 대박나셔라 
영웅,10,뮤지컬은 안봤기에 비교하지 않습니다다만 줄거리는 알고있었고노래또한 알고있었습니다가사하나하나가 너무 와닿고 심장이 벅찼습니다꼭 보셨으면 좋겠습니다...
페르시아어 수업,10,역사와 생명.존엄은 언어로 인간의 세상에 드러난다. 2022년 최고작! 2차 대전 희생자영화는 왜 유대인 영화만 질적으로 우월할까?한국.중국의 유치하고 저급한 선전영화와 비교해보라.
영웅,10,
영웅,10,대박 대박 대박대받 대벋
영웅,1,"안중근 의사는 관객들 &amp;#34;눈물&amp;#34;로 인해, 고귀한 목숨을 던진것이 아니라, 난동을 부린, 2차 대전 일본제국주의 우두머리를 &amp;#34;회초리&amp;#34;로 처벌한것이다. 방구석, 지나친 감성이나, 상업적 속성인 &amp;#34;눈물&amp;#34;로, 실존인물이었던 고인을 모독해서는 안된다. "
영웅,8,정성화는 말할것도 없고.. 김고은 너무 잘해요 최고입니다CG는 너무 아쉬워요
영웅,10,
올빼미,10,진짜....연출이 대박입니다.반전에 반전이라 보면서 지루할틈 없이 봤습니다.배우들 연기도 너무 좋아서 이질감 없이 몰입해서 봤습니다.
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,"아이들이 방방 뛰고, 따라부르고, 너무 즐거워 하네요!! 어른들도 재밌는 포인트가 있고요! 강추!!"
레이니 데이 인 뉴욕,6,아무 생각 없이 틀어놓고 시간 때우는 용도로 좋은 영화
영웅,2,이런 멋진 콘텐츠로 이런 90년대 cg 느낌의 영화를 ㅜㅜ
쉰들러 리스트,10,모든것이 완벽했던 영화.한생명을 살리는것은 한세상을 살리는것이다.생명의 소중함을 다시 한번 느낍니다!
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,잔잔하게 볼수 있는 로맨스영화
영웅,10,
영웅,10,올해 본 영화중에 최고네요!정말 여운과 감동과 한국인으로서 꼭 봐야될영화라는 생각이 드네요배우분들의 연기 감정선 최고입니다
영웅,10,정성화씨의 몰입도 높은 표정연기와 노래들이 너무 좋았습니다 물론 나머지 배우분들의 연기도 무척 좋았구요 누가 죄인이다의 소름과 마지막에 나문희씨의 노래로 인해 여운이 가시지 않네요 마지막 끝맺음도 무척이나 좋았습니다 전체적으로 연출과 연기 노래 모두가 완벽했던 것 같습니다
영웅,4,"무슨 생각으로 아바타랑 정면돌파를,,?"
82년생 김지영,10,이거 보고 주작이라는 남자들 에휴.. 별나다 별나
영웅,9,윤재균감독답게 조금은 과한 신파와 산만한 연출이 비호감으로 다가왔으나 가슴뛰는 소재와 음악 그리고 연기력으로 다 극복했네요. 이정도면 JK필름 최고 역작인듯.. 
영웅,8, 영웅도 겁많고 나약한 인간이다 다만 그걸 이겨내고 용기내는 모습이 감동입니다. 정배우님의 연기는 정말 좋네요 감독 연출은 글세요 함축적이고 단편적으로 표현한것 같아 아쉬움이 남네요 뮤지컬 영화에 특성상 그런가 하는 생각이 듭니다
바람의 전설,10,배우연기열정 존잼 최고다
아바타: 물의 길,10,완전 아바타1보다 더 재밌음
영웅,10,정말 감동적입니다. .눈물이 주르륵. .
아바타: 물의 길,10,재밌게 봤어요 4d로 또보고싶네여 ㅎㅎ
영웅,8,주조연분들 연기는 명불허전이고김고은님의 표정연기가 대박적음악이 영화에 맞게 조금 더 풍성한 편곡이었으면 싶었으나 지루하지 않게 봤어요.나문희 님 노래가 너무 매끄럽지 않은것이 오히려 현실적이라 눈물버튼입니다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,중반부까지는 예상못하다 갑자기 훅 슬퍼져요 극장에서 오열함
영웅,10,역사적인 인물과 역사의 한 부분을 몰입감 있게 잘 표현했고 음악이주는 감동이 어마어마합니다 기회되면 한번 더 보려구요
아바타: 물의 길,2,영화보다 잠든건 처음임
영웅,6,이 어마어마한 서사를 아무감동없이  그려낸것도재주임 ㅡㅡ 
아바타: 물의 길,10,
영웅,10,여태 본 영화중에 제일 많이 울었던 영화 .. 가슴 속 깊은곳에서 끓어오르는 감정을 주체할 수 없었음 ㅠㅠ
싸움,1,김태희 연기문제가 아닌데 영화가 그냥 이상하네 소재도 이상하고 내용도 이상하고 연출도 이상하고 대중과 전~혀 공감대형성도 안되고 블랙코미디도 아니고 뭔지 모르겠다. 김태희 연기가 문제였으면 김태희 영화 드라마는 다 망했겠지 얼굴빨로도 카바가 안쳐지는거면 영화가 이상한거 맞다.
아바타: 물의 길,10,완벽한 영상미 CG의 이질감이 전혀 없었다. 3시간이 전혀 길게 느껴지지 않았다
영웅,10,독립운동가가 대우 받는 세상이 되길바랍니다
영웅,10,"그냥 보세요. 한국인이라면, 지금 이 시대에 내가 이렇게 살고 있다는 거에 감사드립니다"
아바타: 물의 길,10,이걸 10점 안주면 뭘주나 너무 좋다 스토리 영상 감성 모두 퀄리티가 끝내주네
아바타: 물의 길,10,훌륭해요.또 보고싶을정도로.
아바타: 물의 길,10,돌비시네마로 보고왔어요. 3시간동안 경이로운 경험을 하다 왔습니다. 역대급 영화네요 ㄷㄷㄷ
영웅,10,이정도면 헐리웃 뮤지컬영화보다 낫다거기다가 뮤지컬 넘버곡도 모두 좋다
영웅,10,정말 재밌어요남녀노소 다 볼 수 있는 .. 뮤지컬 좋아하시면 강추
영웅,9,영화 정말 재미있습니다. 청소년들 에게 역사 교육 목적으로 보여주기 참 좋은영화 인거 같습니다.
영웅,10,
영웅,10,뮤지컬만큼이나 감동적이게봤습니다. 재미포인트와 감동포인트 모두모두 있는 올해 본 영화중 최고 걸작이에요
영웅,10,우리에 역사를 기억합시다
탄생,10,온 가족이 함께 보며 눈물 흘렸던 영화.. 또 보고싶은 영화
아바타: 물의 길,10,역대급 띵작 무조건 3d imax추천
영웅,10,무조건 봐야합니다..
영웅,8,시사회로 봤었습니다노래가 좋았고요몇차례 눈물도 흘리고 좋은 시간 보냈네요
가족의 색깔,8,일본 특유의 잔잔한 이야기로 잔잔한 감동을 준다..
아바타: 물의 길,10,화려한영상미 대자연과 가족애에 대한 감독의 메세지는 큰 울림을 주었습니다. 3시간이 길게 느껴지지 않은 명작이었습니다. 강추합니다~
올빼미,10,진짜 심장 부여잡고봄ㅠㅠ
날씨의 아이,6,"개연성,떡밥 회수가 도쿄와 함께 침수.. "
압꾸정,10,강력 추천 !!! 합니다 믿고 보는 마동석
아바타: 물의 길,10,최고의 영상미 최고입니다
아바타: 물의 길,2,아....내돈... 지루함
아바타: 물의 길,1,지루해요.. 내용이해도 어렵고
원피스 필름 레드,2,원피스 빠인데 졸았어 -.- 병맛 속 액션미 어디쒀?....
영웅,10,너무너무 감동적이고 보내 순간순간 정성화씨 너무 감탄 김고은씨 감탄~^^ 시작부터 눈물 폭팔~^^
양자경의 더 모든 날 모든 순간,2,"휴,,,    별 하나도 아깝다 "
영웅,10,스토리적 완성도가 최고입니다.
영웅,10,"14년간 안중근 뮤지컬에서 오로지 안중근 역할 을 담당하신 정성화 배우님, 인지도 높은 출연 배우분들, 그리고 가슴 울리는 노래와 우리가 잊지말아야할 뼈 아픈 역사 스토리까지... 영화 보는 내내 소름이 돋았고 다시 한번 대한민국을 되찾기 위해 싸워주신 우리 독립투사 분들께 감사의 마음을 표합니다... 우리의 역사는 잊혀지지말아야합니다. "
팬픽에서 연애까지,10,드문드문 재밌는 포인트가 있네요 ㅎㅎ
영웅,10,국뽕이 차오르는 감격스런 영화였습니다조국의 광복은 왔지만 아직 안중근의사님의 유해가 돌아오지 못한게 너무 슬픕니다그 유언 처럼 먼 훗날 국건이 더 나아지거든 꼭 돌아오기를ㅠㅠ
아바타: 물의 길,10,잊고 있던 가족의 소중함과 자연에 대한 경외심을 되새겨주는 영화
아바타: 물의 길,10,진짜 판도라 행성에서 찍고 온 것 같았음제임스 카메론 당신은 대체..불가능
영웅,10,모든 배우분들의 몰입도가 좋아서 마지막 부분은 특히나 감명 깊었습니다. 나문희 배우님과 정성화 배우분이 나누시던 편지에서 그만 울컥하고 말았네요~재미있게 잘 보았습니다^^ 조국의 광복은 찾아왔지만 아직 안중근  의사님의 유해는 아직 돌아오지 못했네요..얼른 유해를 찾아서 조국의 품에서 잠들기를 바래봅니다..
영웅,10,배우들 연기력도 너무 좋아 감정이입 제대로 했습니다.
아바타: 물의 길,10,너무 재밌어요. 진짜 개꿀잼
아바타: 물의 길,10,초등학생 6 . 4  저희 가족4명이서 다 같이 봤는데 다들 영화 끝나고 너무 잼있었다고 하네요.시간이 원체 길어서 혹시 말만 많이 하고 지루하면 어쩌나 싶었는데 정말 정말 순식간에 시간 잘가요바다의 아름다움. 영상미가 너무 좋아요 꼭 보세요!!!  추천 합니다. 
영웅,10,다시금 역사를 돌아볼수 있었습니다.그 어려운 시절 열악한 시절에도 지켰던 독립인데..지금은 개탄스럽습니다
영웅,10,뮤지컬도 보고 너무 재밌어서 오늘 영화도 봤네요!역시 너무 재밌게 봤어요! 억지 코미디 요소와 억지 신파가 있다는 분들은 뮤지컬을 안보셔서 그런듯..? 뮤지컬에도 간간히 웃음 포인트와 신파라고 하는 마지막 장면 다 나와요~ 그 장면을 억지로 신파니 뭐니 할건 아닌거 같아요~ 괜히 윤감독님 까는 리플인듯… 뮤지컬을 보고 감동받아 영화로 만들거라는 생각을 가지신 감독님이 멋진듯..!! 잘봤습니다!! 이런 영화가 천만이 되어야 할거 같아요!
아바타: 물의 길,9,영상이 너무좋았고 연기력들이 좋았어요
아바타: 물의 길,2,개연성 다 말아먹음 떡밥만 오지게 던지고 정작 1편에 그 스토리 짜임을 못 따라가고 질질 끌다가 눈물 짜내려 작정만 한 영화 1편의 그 전설을 기대하고 가지 마라 그냥 cg보러 가는 영화
영웅,1,
아바타: 물의 길,7,영상으로 조지는 영화 스토리는 진부함 
영웅,10,한국도 뮤지컬 영화를 이렇게 몰입감있게 만들 수 있다는 걸 보여준 작품이네요
아바타: 물의 길,9,영상을 신경써서 만든게 확실히 보입니다. 스토리는 좀 진부한 느낌이 들지만 가족애와 자연에 대한 생각들은 뭐 바뀔게 없으니... 영상으로도 최고로 쳐줄만 합니다.
위대한 쇼맨,10,1년에 한번씩 극장에서 재개봉했음 좋겠다
고스트버스터즈,1,무뇌여자들만 환장하는 걸복동급 쓰레기영화
아바타: 물의 길,8,물의 길은 영원한 것 처럼 그들의 여정도 영원할 것이다
아바타: 물의 길,7,재미 없지도 않고 애매하다.
영웅,10,
아바타: 물의 길,4,긴 다큐멘터리를 보는 기분이 많이 들었습니다. 그냥 쭉 잔잔합니다. 아바타1이 명작이었습니다.아바타3나오면 안볼듯 
아바타: 물의 길,3,솔직히 말해서 3D로 볼려고 예매하고 보다가 안보여서 다시 2D로 봤는데 너무 재미 없음
미시즈 해리스 파리에 가다,10,꼭 보세요 완전 기분좋아지는 영화
영웅,9,정성화씨의 연기 노래들 다 좋았어요. 뮤지컬보다 배경선택이 더 자유로우니 더 많은걸 표현할수있었던거 같아요. 연출이 어색한 부분이 조금은 있었지만 작품에 감동이 커서 그렇게 문제되진 않았어요. 뮤지컬을 안본 분들도 다 재밌게 관람하셔서 이작품 성공하고 앞으로도 뮤지컬 영화가 많이 제작되길 바랍니다. 이토히로부미님도 노래 넘 좋아서 프로필 찾아봤어요.
아바타: 물의 길,8,"시각적 즐거움을 완벽하게 선사하는 영화... 스토리는 진부하고 식상+상투적..(예의 그 가족적인, 애들 발암이었다 노키즈존이 간절하네)...후반부 타이타닉이 자연스레 연상되었다. 자화자찬인가? ㅎ 러닝타임이 과도하게 긴 듯(애들 발암 시간끌기용인지 ㅠ) 키리는 아마 그 세계에서 무녀가 될 예정인가 봄...  그리고 설리에게 하고픈 말...  가족이 그렇게 중하면 버리고 온 지구의 가족들은 어떡할래? "
영웅,10,친일파 재산환수 막는 국회의원들은 진짜 의원직 사퇴시켜야함!!! 
영웅,10,"내가 그시대에 있었다면 안중근처럼 행동할 수 있을까 잠시 생각해 보았습니다,,, 그의 삶은 성자의 삶 자체였기에 감히 발끝도 따라가기 힘들었을겁니다"
김씨 표류기,10,옥수수를 키우고 싶다는 딸의 한마디가 엄마에겐 얼마나 큰 기쁨과 희망이었을까요.양미경씨 표정을 보며 가슴이 뛰었습니다.
아바타: 물의 길,10,대작은 대작입니다ㅋㅋ 동대구 돌비에서 봤는데 개쩌네요 ㅋㅋ 꼭 보세요  가급적 특별관에서!
올빼미,8,"스릴러라고 하지만, 개연성 따지지 않고 보면 시간 잘가고 볼만함. 역사적 관점에서 보려는 사람은 피해야 할 영화.  "
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,조카랑 너무너무 재밌게 봤어용
영웅,10,"주인공의 첫 노래부터 온 몸에 전율이... 느껴지고 후반부 나문희 배우님의 노래정성화 배우님의 장부가를 부를때의 죽음에대한 두려운 눈빛과 어머니에 대한 그리움의 감정,그렇지만 나라를 위해 목숨바치는 굳건한 결의 등 이 복합적으로 나타나 가~~장 감동스럽고 많은 생각이 들게하는 영화다.꼭 극장사운드로 명배우의 연기와 노래들을 듣기를 바라본다."
스텔라,4,아버지의 영혼이 깃든 스텔라의 선물
영웅,10,코믹요소가 너무 많았어요 물론 독립운동가님들도 무서웠어도 즐기고 웃으며 했겠죠 근데도 너무 많았어용ㅜㅜ 그래도 마지막 만큼은 감동이었습니다  연기해주신 배우님들 수고하셨고 연출.감독님들 이런 독립.애국적인 영화 만들어주셔서 감사합니다.   
아바타: 물의 길,10,스토리는 몰라도 cg는 엄청났고 툴쿤들이 불쌍함
